date,requested_latitude,requested_longitude,era5_latitude,era5_longitude,t2m_mean_c,t2m_min_c,t2m_max_c,dewpoint_mean_c,precipitation_mm,wind_speed_mean_ms,wind_speed_max_ms,surface_pressure_mean_hpa,solar_radiation_mj_m2
2024-05-22,36.68110348873534,3.4773461625838635,36.75,3.5,20.099264,15.275787,24.729156,12.2526655,0.0,2.0943475,4.1312685,1000.55566,29.114368
2024-05-23,36.68110348873534,3.4773461625838635,36.75,3.5,20.969198,15.885895,25.141022,14.062836,0.06771088,3.38307,6.0037775,998.25336,24.814848
2024-05-24,36.68110348873534,3.4773461625838635,36.75,3.5,24.700195,20.437408,30.19693,14.07019,0.24318695,3.131606,5.81923,996.2039,21.435265
2024-05-25,36.68110348873534,3.4773461625838635,36.75,3.5,22.294891,18.370026,26.192535,17.087912,0.0,2.8011532,3.7215052,999.57526,28.206528
2024-05-26,36.68110348873534,3.4773461625838635,36.75,3.5,24.577393,16.575104,31.460602,12.193889,0.0,2.4701293,4.90715,999.26514,27.717247
2024-05-27,36.68110348873534,3.4773461625838635,36.75,3.5,25.14862,19.778473,31.278229,14.681294,0.0,2.918646,5.4361305,997.7508,28.181438
2024-05-28,36.68110348873534,3.4773461625838635,36.75,3.5,22.40924,18.865387,25.76773,18.473562,0.024795532,3.3967555,5.284484,1000.2829,26.046015
2024-05-29,36.68110348873534,3.4773461625838635,36.75,3.5,22.577728,17.947906,27.622711,14.663472,0.0,3.2983475,4.9554486,999.4385,29.049599
2024-05-30,36.68110348873534,3.4773461625838635,36.75,3.5,25.12214,17.125397,31.569977,12.054738,0.0,2.8530376,5.0741878,993.76434,29.26688
2024-05-31,36.68110348873534,3.4773461625838635,36.75,3.5,22.61852,19.16275,26.00357,15.981069,0.00047683716,5.5812583,8.299869,993.38574,27.734337
2024-06-01,36.68110348873534,3.4773461625838635,36.75,3.5,21.595175,18.909088,25.22696,15.844707,0.039577484,5.6764507,7.513277,996.22345,25.181953
2024-06-02,36.68110348873534,3.4773461625838635,36.75,3.5,20.930777,17.780426,23.958405,14.784495,0.010967255,5.474396,6.9430695,999.21796,25.771776
2024-06-03,36.68110348873534,3.4773461625838635,36.75,3.5,20.775858,16.738922,25.050934,14.08252,0.0,4.598001,6.445631,998.88055,28.789505
2024-06-04,36.68110348873534,3.4773461625838635,36.75,3.5,21.427622,17.021149,26.210846,14.812123,0.0,3.6663768,5.4405894,997.5462,27.444607
2024-06-05,36.68110348873534,3.4773461625838635,36.75,3.5,23.105722,16.518707,29.028229,11.987224,0.0,2.784848,4.4374804,999.3714,29.574017
2024-06-06,36.68110348873534,3.4773461625838635,36.75,3.5,26.39866,18.36612,33.326324,13.466472,0.0,3.1189644,5.415111,997.9677,28.56704
2024-06-07,36.68110348873534,3.4773461625838635,36.75,3.5,31.08544,23.010162,37.075104,13.510173,0.3170967,3.9066784,7.5556035,995.72003,27.317888
2024-06-08,36.68110348873534,3.4773461625838635,36.75,3.5,26.225098,22.391022,32.701813,14.5731,0.0,3.471948,6.277553,993.5862,22.77088
2024-06-09,36.68110348873534,3.4773461625838635,36.75,3.5,23.984476,19.579498,27.525055,13.053986,0.0,4.2556596,7.0523334,993.73175,28.948927
2024-06-10,36.68110348873534,3.4773461625838635,36.75,3.5,23.019867,18.428131,27.199127,13.173442,0.020980835,2.1906364,4.2285504,994.8143,27.64621
2024-06-11,36.68110348873534,3.4773461625838635,36.75,3.5,22.491568,20.096588,25.339264,16.12562,0.10204315,2.498649,4.152791,996.58887,25.33888
2024-06-12,36.68110348873534,3.4773461625838635,36.75,3.5,22.372171,18.73233,25.99649,17.363098,0.005722046,2.6638231,4.5035076,999.4863,26.278145
2024-06-13,36.68110348873534,3.4773461625838635,36.75,3.5,22.83725,18.201813,27.171295,15.91864,0.011920929,2.4286888,3.9759939,1002.8309,28.57728
2024-06-14,36.68110348873534,3.4773461625838635,36.75,3.5,27.50884,18.403717,34.089752,13.499054,0.0,3.4868107,6.438492,997.25323,28.577473
2024-06-15,36.68110348873534,3.4773461625838635,36.75,3.5,27.186136,23.451324,30.717438,15.233826,0.084877014,3.1801236,6.173547,995.9388,22.03168
2024-06-16,36.68110348873534,3.4773461625838635,36.75,3.5,25.752878,22.014801,29.924957,17.153208,1.6293526,2.0177727,4.068768,996.4428,28.199486
2024-06-17,36.68110348873534,3.4773461625838635,36.75,3.5,25.682535,21.172028,30.4086,18.45878,0.022411346,2.1516392,5.063749,994.4028,27.57888
