date,VHM0_median,VHM0_n_points,VHM0_dist_min_km,VHM0_dist_median_km,VHM0_dist_max_km
2025-01-27,0.86,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-01-28,2.71,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-01-29,1.68,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-01-30,1.41,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-01-31,0.61,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-01,0.89,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-02,0.835,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-03,1.225,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-04,0.96,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-05,0.435,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-06,0.45,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-07,0.36,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-08,0.49,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-09,1.17,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-10,0.9500000000000001,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-11,0.58,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-12,0.45,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-13,0.93,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-14,0.65,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-15,0.49,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-16,0.88,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-17,0.46,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-18,0.34,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-19,0.425,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-20,0.35000000000000003,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-21,0.62,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-22,0.455,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-23,0.295,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-24,0.46,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-25,0.54,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-26,1.2850000000000001,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-27,0.84,128,7.711546198681338,41.21199946489436,55.49704268963926
2025-02-28,0.585,128,7.711546198681338,41.21199946489436,55.49704268963926
